word,clicks,impressions,cost,convertedClicks
shakespeare,1,2,0.55,0,
comvvv,1,1,0.26,0,
november,13,14,6.959999999999999,0,
schenectady,2,3,1.33,0,
such,1,1,0.41,0,
ciuvil,1,1,0.45,0,
chickamouga,1,1,0.71,0,
suck,1,1,0.65,0,
rasicals,1,1,0.67,0,
crewmembers,1,2,0.7,0,
redfern,3,6,1.8199999999999998,0,
league,4,5,3.2800000000000002,0,
koa,2,2,0.34,0,
relative,21,26,13.58,2,
wade,15,22,9.67,1,
storrar,1,2,0.55,0,
textile,1,1,0.41,0,
wadc,1,1,0.59,0,
encyclopedia,2,6,1.21,0,
war's,3,123,2.45,0,
byrne,5,23,4.12,0,
wilson's,4,29,1.42,0,
piering,1,3,0.85,0,
bridge,12,39,6.17,1,
lamar,5,5,4.2299999999999995,0,
jeffeerrson,1,1,0.3,0,
rafael,2,30,0.28,0,
gibson,10,15,5.629999999999999,0,
bourquin,1,2,0.96,0,
sendt,2,4,1.8399999999999999,0,
usnavyww2records,1,1,1.29,0,
hoffer,2,2,0.8200000000000001,0,
tippett,1,1,0.68,0,
mezei,1,1,0.84,0,
swept,1,1,0.09,0,
steve,17,20,9.84,0,
griffin,10,16,5.26,0,
gilliam,4,5,2.04,0,
subs,4,8,2.0500000000000003,0,
generator,4,8,2.5900000000000003,0,
treated,5,10,3.82,0,
nepali,1,2,0.33,0,
wacs,2,4,2.27,0,
kkk,1,1,0.8,0,
mcmurtry,2,1,1.88,0,
edens,1,1,0.37,1,
miears,1,1,0.93,0,
iran,1,8,0.63,0,
reccords,1,1,1.55,0,
desret,1,3,0.62,0,
31inf,1,1,0.63,0,
war++,1,1,0.35,0,
cozad,2,2,1.38,0,
ketterl,1,4,0.5,0,
iraq,14,70,9.079999999999998,0,
harriet,1,1,0.49,0,
duration,1,1,0.15,0,
looses,1,2,0.93,0,
bendall,2,1,2.0,0,
obispo,1,1,1.31,0,
revolutionary,1003,4900,472.2899999999995,9,
barns,1,2,0.87,0,
kunkiewicz,1,1,0.6,0,
runner,2,2,1.4,0,
occupy,1,4,0.8,0,
grunt,1,2,0.65,0,
costello,1,1,0.89,0,
guide,6,14,4.15,0,
bopp,1,2,0.65,0,
greensburg,1,1,0.92,0,
guida,1,2,0.54,0,
2a,1,1,0.39,0,
fight,58,117,26.599999999999998,1,
35,10,19,4.7700000000000005,0,
congdon,1,1,0.19,0,
36,11,23,5.4,0,
33,7,7,4.99,0,
34,11,23,6.890000000000001,0,
39,5,287,3.3600000000000003,0,
crolane,1,1,0.67,0,
37,8,9,4.9,0,
38,30,86,15.58,1,
turning,10,21,4.13,0,
eral,1,1,0.8,0,
kley,1,1,0.59,0,
43,8,11,5.3500000000000005,0,
2p,1,1,0.35,0,
42,15,20,10.09,0,
mahjonngonline,1,1,0.79,0,
pezakie,1,1,0.59,0,
41,3,9,1.5899999999999999,0,
40,10,10,7.66,0,
2d,1,1,0.41,0,
netro,1,2,0.48,0,
2c,14,19,2.53,0,
2b,1,1,0.26,0,
stamps,7,82,4.369999999999999,0,
2g,2,3,0.5700000000000001,0,
rasco,1,1,1.71,0,
turn,1,4,0.57,0,
guice,3,4,1.32,0,
miltary,29,37,36.059999999999995,0,
turk,1,1,1.0,0,
critten,1,1,0.01,0,
22,17,62,8.629999999999999,0,
induction,4,4,3.8,0,
9c2pu8dlozggugtqlidydq&q,1,1,0.52,0,
organized,3,3,1.52,0,
23,6,10,3.46,0,
24,26,36,18.000000000000004,0,
connaught,1,2,0.28,0,
25,22,28,14.69,0,
brixner,1,1,1.04,0,
26,23,33,13.420000000000002,1,
27,8,8,2.7199999999999998,0,
28,13,89,8.870000000000001,0,
lattof,2,3,0.94,0,
29,22,42,13.11,0,
bora,2,2,1.86,0,
30,20,39,9.76,1,
1n,1,1,0.79,0,
spokane,2,2,1.07,0,
ipswich,1,3,0.93,1,
32,14,20,9.540000000000001,0,
serbia,2,3,1.47,0,
31,7,10,5.529999999999999,0,
born,108,159,68.77999999999999,3,
cheney,1,1,1.63,0,
spying,1,1,0.49,0,
eglise,1,1,1.01,0,
obits,1,1,0.76,0,
rolls1938,1,1,0.64,0,
19,21,25,13.549999999999997,0,
17,69,111,50.64000000000001,1,
18,40,13055,22.81,0,
15,12,16,7.450000000000001,0,
16,18,24,11.420000000000002,1,
13,11,19,5.0,0,
14,18,28,8.55,0,
marrano,1,2,0.42,0,
11,313,1411,223.0900000000001,2,
12,32,48,17.93,3,
21,20,32,11.879999999999997,0,
wavy,1,1,0.87,0,
20,17,28,8.9,0,
ww2soldiers,2,3,2.31,0,
figure,2,2,2.19,0,
bose,2,6,1.03,0,
0f,1,1,0.69,0,
anschau,1,1,0.51,0,
jwd,1,2,0.89,0,
bragg,1,4,1.1,0,
shippen's,1,1,0.35,0,
corvettes,1,1,0.64,0,
08,6,10,5.859999999999999,0,
09,4,4,3.58,0,
byron,4,5,1.75,0,
boss,1,5,0.31,0,
04,3,3,1.38,0,
bosh,1,1,0.9,0,
ppcli,1,2,0.06,0,
05,1,1,0.38,0,
jun,2,10,0.72,0,
06,3,4,2.87,0,
07,3,4,3.13,0,
00,2,2,1.53,0,
01,2,3,0.9199999999999999,0,
isaiah,2,4,0.14,0,
02,5,12,1.77,0,
03,1,1,0.62,0,
fbtest&utm_te,1,3,0.53,0,
vivian,2,2,1.53,0,
10,28,152,13.150000000000002,0,
plots,1,1,0.56,0,
regulateur,1,1,0.61,0,
derechos,1,1,0.77,0,
selwitters,1,1,0.86,0,
clymer,1,2,1.14,0,
interrogation,1,2,0.35,0,
vandegrift,1,2,0.7,0,
79,2,4,1.35,0,
recording,2,6,1.62,0,
78,5,7,2.48,0,
77,3,4,1.17,0,
klan,1,2,0.33,0,
both,8,10,7.390000000000001,0,
minoroties,1,1,0.51,0,
brady,6,7,4.18,0,
gastons,1,1,0.78,0,
jarrett,4,5,1.6600000000000001,0,
smitty,1,2,0.67,0,
bott,1,1,0.16,0,
footlocker,2,1,0.8,0,
orra,1,1,0.61,0,
botu,1,1,0.68,0,
mattison,1,1,0.61,0,
maries,1,1,0.62,0,
fusiliers,3,3,2.33,0,
bastogne,9,18,6.37,0,
natoma,1,2,0.59,0,
salat,1,1,1.02,0,
ruppel,1,2,0.86,0,
tutt,1,1,0.4,0,
8305665,1,1,0.89,0,
82,10,13,5.499999999999999,0,
holsapple,1,1,1.55,0,
83,6,9,3.04,0,
lapeer,2,4,1.65,0,
80,1,1,1.08,0,
kinley,1,1,0.86,0,
81,4,4,2.45,0,
microfilm,1,1,0.88,0,
86,3,3,1.8399999999999999,0,
airborn,2,2,1.9300000000000002,0,
87,4,4,3.38,0,
wetzel,2,3,1.85,0,
seabrook,2,1,1.36,0,
84,1,5,0.55,0,
jud,1,1,1.1,0,
85,7,9,3.6399999999999997,0,
66,4,5,1.83,0,
danielowski,1,2,0.76,0,
69,4,4,2.23,0,
68,2,3,1.56,0,
30.06,1,1,0.39,0,
association,26,173,16.08,0,
johnalvinhaffnermilitaryrecord,1,1,1.08,0,
white,57,80,35.82000000000001,1,
asiatic,1,9,0.61,0,
julianl,1,1,0.17,0,
bruketta,2,1,1.84,0,
godding,1,3,0.71,0,
gorden,1,1,0.8,0,
wisconisn,1,1,0.36,0,
beatch,1,5,0.37,0,
cucarese,1,3,0.57,0,
leschak,1,1,1.01,0,
70,4,4,2.5599999999999996,0,
orlander,1,1,0.71,0,
kovanda,1,1,0.69,0,
71,8,7,5.81,0,
72,3,7,1.78,0,
photiatus,1,1,1.0,0,
74,3,2,1.53,0,
erhard,1,1,0.81,0,
75,6,24,3.25,0,
slucom,1,1,0.64,0,
76,2,8,1.29,0,
custer,3,3,1.64,0,
59,4,4,1.1,0,
58,1,1,0.72,0,
ambulance,19,29,12.11,0,
cummins,2,3,0.8200000000000001,0,
57,7,7,4.98,0,
56,3,10,1.09,0,
puckaway,1,5,0.41,0,
55,3,8,1.17,1,
mattox,2,2,1.48,0,
4b,1,1,0.45,0,
cumming,2,3,1.58,0,
pontes,1,2,0.89,0,
singer,2,2,1.53,0,
accessgenealogy,1,1,0.68,0,
noblett,1,1,0.56,0,
engineering,9,10,5.52,0,
mattos,2,2,1.14,0,
evation,1,1,1.02,0,
senko,1,1,1.0,0,
vanished,1,1,0.15,0,
brace,1,1,0.77,0,
64,1,1,0.37,0,
65,18,580,7.52,1,
effingham,1,1,0.92,0,
62,2,1,0.4,0,
63,3,3,1.96,0,
bowe,1,1,0.79,0,
60,5,5,3.18,0,
61,1,2,0.96,0,
luker,1,2,0.9,0,
49,2,2,1.02,0,
48,3,4,1.98,0,
biloxi,1,2,0.32,0,
bowl,2,2,0.74,0,
ethnic,1,4,0.16,0,
45,90,110398,47.519999999999996,3,
44,9,18,6.660000000000001,0,
2u,1,2,0.39,0,
mugnaio,1,1,0.73,0,
47,15,26,7.890000000000001,0,
46,2,4,1.7,0,
mounds,2,3,1.22,0,
descent,2,243,1.22,0,
intrify,1,1,0.6,0,
destroyershall,1,3,0.59,0,
gillette,4,6,2.04,0,
36480762,1,1,0.82,1,
artice,1,2,0.39,0,
dekalb,1,2,0.72,0,
moerbe,1,1,0.33,0,
3d,1,0,0.45,0,
jehus,1,1,0.86,0,
3f,15,21,7.34,0,
vivier,1,1,0.92,0,
51,8,12,5.83,0,
52,11,20,6.41,0,
ryznic,1,1,0.97,0,
53,5,11,1.25,0,
3r,1,1,0.23,0,
54,4,5,5.08,0,
masters,1,1,0.28,0,
venable,2,2,0.6599999999999999,0,
hudak,1,1,1.03,0,
50,8,39,6.91,0,
war2,28,50,15.62,0,
infantryman's,1,49,0.62,0,
war1,16,36,8.18,0,
grabarkewitz,1,1,0.07,0,
geronimo,4,23,1.64,0,
dubise,1,1,0.62,0,
hedgerows,3,2,2.16,0,
bases,18,34,11.189999999999998,0,
war+,4,6,1.1400000000000001,0,
bohm,1,2,0.89,0,
pittston,1,1,0.72,0,
bohl,1,2,0.66,0,
sailor,21,21,14.2,0,
hopper,1,2,0.63,0,
alston's,2,1,0.86,0,
kidder,2,3,0.76,0,
lockett,1,1,0.94,0,
linkin,7,7,2.4400000000000004,0,
veatrins,1,1,0.17,0,
sales,1,1,0.37,0,
iwanski,1,1,0.46,0,
mowrey,1,1,0.78,0,
salem,7,7,2.87,0,
pottsville,1,1,1.25,0,
stve,1,1,0.4,0,
cheshire,4,13,1.96,0,
waqr,1,2,0.22,0,
wisher,1,1,0.1,0,
kirkland,1,1,0.4,0,
semmes,1,1,0.41,0,
gordan,1,1,0.9,0,
goncalves,1,1,0.36,0,
kai,1,1,1.08,0,
advancements,1,2,0.43,0,
ward,28,35,17.11,0,
bennie,4,5,3.6500000000000004,0,
ware,5,7,2.33,0,
reynolds,13,18,10.03,0,
ambrosano,1,1,0.89,0,
loyalists,5,9,2.3600000000000003,0,
convoys,5,7,2.76,0,
google,19,26,10.690000000000003,0,
mymadcenaeius,1,4,1.01,0,
tiger,5,8,3.2299999999999995,0,
huiser,2,1,1.96,0,
wilferd,1,1,0.17,0,
traces,1,9,0.47,0,
hartsog,1,1,0.9,0,
304208,1,1,0.35,0,
belden,3,5,1.6099999999999999,0,
chronology,1,1,0.3,0,
boston,17,22,11.819999999999999,0,
disposal,2,3,1.31,0,
tankersley,1,1,0.47,0,
singal,1,2,0.53,0,
wilber,3,6,2.67,0,
length,4,18,1.9000000000000001,0,
kissinstallldownload,1,1,0.67,0,
99,2,4,1.6600000000000001,0,
koreatown,1,2,0.84,0,
accesd,1,1,0.86,0,
want,8,10,5.32,0,
lclane,1,1,0.57,0,
98,6,20,3.69,0,
ingham,2,3,1.49,0,
97,2,3,1.4300000000000002,0,
96,5,4,3.46,0,
95,5,7,3.5199999999999996,0,
ancel,1,5,0.5,0,
94,1,2,0.48,0,
crisp,1,1,0.82,0,
93,4,5,1.91,0,
weidenhaft,1,2,1.63,0,
92,6,8,3.7900000000000005,0,
91,2,2,1.1,0,
scranton,6,7,2.6,0,
dedication,2,2,0.9199999999999999,0,
90,5,6,2.77,0,
criss,1,1,0.12,0,
crist,1,2,0.86,0,
howitzer,5,7,2.44,0,
access,18,31,15.750000000000002,0,
hutchins,3,4,2.2699999999999996,0,
bulge,89,560,52.72,0,
gannon,2,3,1.17,0,
7a,2,3,1.15,0,
orly,1,2,0.46,0,
ensign,6,5,3.9199999999999995,0,
brand,2,1,2.48,0,
calumet,3,2,1.68,0,
gibbs,9,16,7.470000000000001,1,
based,6,10,3.1300000000000003,0,
88,6,8,2.49,0,
goose,1,1,0.25,0,
89,4,3,2.77,0,
orin,2,3,2.99,0,
northville,1,1,1.2,0,
carbajal,1,1,1.14,0,
bolt,3,16,2.69,0,
alexander's,1,1,0.44,0,
marsengill,1,1,0.42,0,
marime,2,1,5.88,0,
pretzat,1,2,1.05,0,
ulster,5,5,3.4299999999999997,0,
watt,2,5,1.5899999999999999,0,
wats,1,2,0.22,0,
bolz,1,2,0.55,0,
smedbron,1,1,0.33,0,
harfesty,1,1,0.14,0,
kantor,1,1,0.99,0,
ratliff,3,5,1.3,0,
benner,1,1,1.12,0,
salim,2,1,0.88,0,
cimbulic,2,2,1.95,0,
boll,2,1,1.8,0,
campaigne,1,1,0.89,0,
matteo,2,1,1.94,0,
alcott,1,2,0.39,0,
custom,1,1,0.36,0,
lingeyen,1,1,0.64,0,
dwight,9,14,5.24,0,
mentlow,1,1,0.77,0,
hooker,3,4,1.5,0,
eagle,4,17,1.8699999999999999,0,
metuchen,1,4,0.7,0,
campaigns,10,15,5.790000000000001,0,
property,2,1,0.74,0,
braly,1,1,0.55,0,
dwayne,3,5,2.21,0,
quisling,1,3,0.42,0,
steck,1,1,0.4,0,
quartermaster,24,37,16.720000000000002,0,
blades,1,1,0.87,0,
keezer,1,1,0.42,0,
bulls,2,2,1.17,0,
sinaimg,1,1,0.65,0,
responsibilities,2,2,1.56,0,
bomb,50,124,27.240000000000002,0,
schockey,1,1,0.4,0,
wave,8,13,6.91,0,
hatch,3,3,2.55,0,
gutgsell,1,1,0.37,0,
itialy,1,2,0.97,0,
friend,3,4,2.3000000000000003,0,
bladen,3,3,1.42,0,
fumero,1,1,0.61,0,
is39,2,1,0.12,0,
stop,2,3,1.43,0,
warm,1,1,0.79,0,
dentalquestfl,3,9,0.94,0,
brooksville,1,1,0.59,0,
josef,1,4,0.55,0,
sutcliffe,1,1,1.13,0,
wart,1,1,0.31,0,
marion,31,37,16.099999999999998,0,
warr,4,5,3.3099999999999996,0,
wars,120,5152,59.129999999999995,0,
stocks,2,2,1.2,0,
patton's,22,44,13.029999999999998,0,
bond,3,3,1.24,0,
ojraj,2,1,1.6,0,
kluesner,2,3,0.86,0,
huthawwawwwagb,1,1,0.48,0,
wilbir,1,1,0.73,0,
bong,3,5,1.11,0,
joseh,1,1,0.52,0,
foliart,1,1,0.76,0,
wash,3,4,1.43,0,
lockert,1,2,0.66,0,
bonk,1,1,0.34,0,
timberwolves,8,10,5.15,0,
marine,451,1021,328.22999999999985,2,
chapteres,1,1,0.48,0,
boos,1,1,0.05,0,
zuchelli,1,1,0.95,0,
boot,4,3,2.9,0,
wilmore,1,1,0.42,0,
wasp,11,73,6.9399999999999995,0,
steed,1,1,0.99,0,
hodgson,3,3,2.6999999999999997,0,
guido,1,1,0.44,0,
dechant,1,1,0.14,0,
maring,1,2,0.32,0,
mceachran,1,4,1.03,0,
booz,2,2,0.26,0,
delpriora,1,2,0.05,0,
ringwood,1,1,0.26,0,
lombardo,2,2,1.96,0,
steel,2,3,0.95,0,
marino,5,7,4.1,0,
rules,3,2,1.1700000000000002,0,
salmi,1,1,0.77,0,
ruler,1,2,0.45,0,
middleast,1,1,0.85,0,
manual,2,3,2.01,0,
yamamoto,1,1,0.8,0,
canfield,3,8,1.5699999999999998,0,
quackenbush,1,1,0.45,0,
cemateries,1,1,1.39,0,
book,50,118,30.96,0,
shackel,1,1,0.84,0,
sally,2,11,1.17,0,
koerner,1,1,0.89,0,
majewski,1,2,0.05,0,
goodenow,1,14,0.86,0,
inlisted,3,3,2.42,0,
wilshire,1,1,0.81,0,
bayworld,1,1,0.09,0,
mazzucco,1,1,1.0,0,
maxey,1,1,0.55,0,
historynet,5,19,3.0199999999999996,0,
nosek,1,1,0.75,0,
googleedwin,1,1,0.54,0,
tuscaloosa,2,4,0.84,1,
infirmity,1,1,0.52,0,
initials,1,2,0.23,0,
rumford,1,1,0.9,0,
105mm,3,5,1.9,0,
blakely,3,5,2.1,0,
malley,3,3,1.75,0,
harrisonburg,1,1,0.12,0,
hungry,1,1,0.98,0,
intelligence,9,10,6.93,1,
these,3,5,2.95,0,
bittel,1,1,0.75,0,
defenses,1,1,0.3,0,
alonzo,9,12,6.54,0,
drzal,1,1,0.57,0,
duval,1,1,0.55,0,
oscars,1,2,0.79,0,
briggs,7,8,4.169999999999999,0,
nfantry,2,1,1.5,0,
pascal,2,2,1.05,0,
mormac,1,1,0.33,0,
terdentie,1,1,1.42,0,
kiddle,1,1,0.27,0,
aspect,1,1,0.37,0,
morrissey,1,2,0.86,0,
opening,1,1,0.29,0,
bitter,1,1,1.33,0,
shubert,2,2,1.52,0,
wartwo,2,1,0.26,0,
ha1,1,1,1.22,0,
sander,2,2,1.33,0,
steinmetz,2,3,1.53,0,
ciavil,1,1,0.26,0,
rival,1,2,0.6,0,
bizal,1,1,0.48,0,
kirkbride,2,2,1.5,0,
ww2museum,2,22,1.43,0,
aviation,13,36,9.079999999999998,0,
pepeliu,1,1,0.81,0,
bouganvill,1,1,0.24,0,
lampman,1,1,0.23,1,
infentry,1,1,0.3,0,
life's,1,60,0.57,0,
minemen,1,1,0.67,0,
aiken,1,1,1.27,0,
rivas,1,1,1.37,0,
diggins,2,2,0.86,0,
murphy,19,30,10.8,1,
curran,1,1,1.53,0,
thewus,1,1,0.62,0,
marriages,2,1,1.7,0,
frasher,1,1,0.6,0,
resinger,1,1,0.92,0,
define,1,1,0.74,0,
mnogueras,2,6,2.06,0,
hoyle,8,11,5.34,0,
clemons,1,1,0.2,0,
paiute,2,3,0.86,0,
126th,4,4,2.11,0,
brodie,1,3,0.65,0,
slaves,3,15,1.35,0,
mallen,1,2,0.84,0,
sykes,4,4,2.55,0,
karcher,2,1,1.8,0,
stil,1,1,0.59,0,
fortino,1,1,1.37,0,
poviglio,1,1,0.64,0,
catchy,1,1,0.26,0,
arrowhead,1,1,0.68,0,
shooting,2,5,1.5,0,
ham,4,3,0.56,0,
oakes,2,5,0.37,0,
ensminger,1,2,1.08,0,
hap,1,1,0.41,0,
coleman,16,26,9.440000000000001,0,
mciver,2,4,1.31,0,
hal,2,5,0.42000000000000004,0,
knoxvillian,1,2,1.01,0,
cazel,1,2,0.13,0,
vetrerans,1,1,0.92,0,
battlegrounds,8,2792,3.74,0,
melchisikek,2,1,0.38,0,
soldiierharold,1,1,1.09,0,
has,13,17,6.910000000000001,0,
hat,27,327,18.78,1,
potaschnick,1,3,0.68,0,
scutt,1,2,0.24,0,
manuel,13,24,7.77,0,
component,1,4,0.29,0,
vaughan,2,2,0.91,0,
tarwater,1,3,0.1,0,
maxie,3,3,1.03,0,
friday,4,5,1.5899999999999999,0,
climate,1,5,0.59,0,
had,19,29,8.55,0,
allgaier,1,2,0.26,0,
monitor,4,11,0.96,0,
acker,1,2,0.54,0,
lyman,4,5,2.0999999999999996,0,
militairy,1,1,1.9,0,
corbin's,1,2,0.73,0,
reenactment,10,58,5.009999999999999,0,
bayyles,1,1,0.28,0,
pittsburgh,23,26,12.45,2,
oryan,1,1,0.4,0,
hay,3,3,2.06,0,
guillermo,2,2,1.04,0,
ewe2222e3222e222,1,1,0.26,0,
nigro,2,4,2.31,0,
5186&apn_uid,1,1,0.22,0,
philippines,57,204,38.02999999999999,1,
tester,2,2,0.9500000000000001,0,
rennirt,1,1,0.73,0,
hco,1,2,0.67,0,
seigman,1,1,0.73,0,
packard,1,1,1.19,0,
delaney,4,6,3.16,0,
revelotionary,2,2,0.9,0,
sandals,1,1,0.73,0,
sreve,1,1,1.14,0,
cressman,1,1,0.76,0,
altizer,1,1,0.74,0,
hastings,1,1,0.22,0,
locate,43,55,43.249999999999986,5,
activity,4,5,2.1799999999999997,0,
sites,41,325,22.09,0,
music,24,109,14.229999999999999,0,
snowden,1,1,0.45,0,
havee,1,2,0.93,0,
todos,1,1,0.77,0,
ammunition,3,5,1.79,0,
105th,10,12,3.9200000000000004,0,
connole,4,5,2.3899999999999997,0,
beesmer,1,1,0.2,0,
rowan,5,7,2.5300000000000002,0,
rocheport,1,1,0.21,0,
bluffs,1,1,0.87,0,
never,15,16,6.380000000000001,0,
there,98,147,53.77999999999999,1,
20759824,1,1,0.44,0,
skalecki,1,1,0.14,0,
somehow,1,2,0.84,0,
sandow,1,2,0.93,0,
timeline&qsrc,1,1,0.32,0,
ptfa,1,1,0.23,0,
haute,4,4,2.56,0,
hey,2,2,1.35,0,
olsen,4,5,2.45,0,
siapan,1,2,1.0,0,
hew,1,1,0.78,0,
lance,3,4,1.8800000000000001,0,
32295530,2,2,1.9,0,
gautreau,1,1,0.73,0,
her,1,1,0.22,0,
alvert,1,1,1.44,0,
doctors,11,23,6.59,1,
assault,4,6,2.46,0,
merria,1,1,0.31,0,
shiffer,2,2,0.31,0,
expiditiom,1,2,0.97,0,
berkley,1,1,0.44,0,
batteries,2,5,1.32,0,
canyon,1,1,0.59,0,
ursin,2,1,2.3,0,
pointed,1,1,0.34,0,
hudgins,2,2,0.62,0,
eischen,1,2,0.9,0,
warrior,1,1,1.48,0,
recipiants,4,4,2.9,0,
dippo,1,1,0.78,0,
ownal,1,1,0.89,0,
altoona,2,2,2.41,0,
trinkle,1,1,0.86,0,
rodman,2,3,1.19,0,
lands,1,1,0.28,0,
columbia,5,8,3.0300000000000002,0,
hoyer,1,3,0.17,0,
dolphins,1,1,0.6,0,
grumback,1,1,1.11,0,
hrapko,1,1,0.65,0,
firstcitizensstatebank,1,1,0.58,0,
registation,2,3,0.74,0,
leighton,2,2,1.33,0,
dover,1,2,0.39,0,
callaway,1,1,1.0,0,
doves,1,1,0.83,0,
verhoff,1,1,0.9,0,
civilwararmies,1,1,0.25,0,
airline,1,1,0.56,0,
seventeenth,1,1,0.25,0,
goforth,1,1,0.03,0,
stay,3,4,1.2799999999999998,0,
gallery,2,8,1.83,0,
grady's,1,1,0.41,0,
star,2060,20095,819.8799999999992,23,
mchugh,1,1,0.75,0,
stat,1,2,0.6,0,
lindberg,4,5,3.71,0,
etheredge,1,1,0.57,0,
stan,3,6,2.03,0,
lemoine,1,1,0.35,0,
stag,1,1,0.51,0,
chales,2,3,1.04,0,
marital,1,1,0.69,0,
bearup,1,1,0.13,0,
krzesowiak,1,1,0.88,0,
scull,1,1,0.07,0,
fortilla,1,1,0.41,0,
destoyed,1,1,1.89,0,
wisdom,1,1,0.88,0,
ybbs,1,2,0.42,0,
helmer,3,2,2.23,0,
him,2,4,0.22999999999999998,0,
forgiere,1,1,0.92,0,
euro,3,13,1.5699999999999998,0,
helmet,21,5696,13.88,0,
type,9,36,4.47,1,
hix,2,1,2.38,0,
his,20,23,10.969999999999997,0,
lamendola,1,1,1.13,0,
hit,2,2,0.63,0,
primary,6,12,3.0700000000000003,0,
civelwar,1,1,0.37,0,
langewwii,1,1,1.49,0,
zebulon,1,3,0.49,0,
medicine,1,1,0.43,0,
opperation,1,1,0.85,0,
q281,1,1,0.82,0,
baumgarten,2,3,1.67,0,
cambiano,1,1,0.95,0,
iuka,1,4,0.31,0,
veterinaians,1,1,0.8,0,
cheboygan,1,2,0.17,1,
horowitz,1,1,0.39,0,
owned,3,3,1.83,0,
dinner,1,2,0.16,0,
halsey's,1,2,1.02,0,
fanning,1,1,0.87,0,
gooch,3,3,0.52,0,
milford,3,5,2.35,1,
sangamon,1,1,0.29,0,
sibley,2,2,1.54,0,
peninsula,2,13,1.0,0,
christian,11,17,7.6,0,
african,47,102,31.43,1,
demar,1,1,0.94,0,
goods,1,2,0.79,0,
tyre,1,1,1.09,0,
cincinnati,8,10,4.2299999999999995,0,
valloire,1,1,0.94,0,
bearse,1,1,1.84,0,
menard,1,1,1.08,0,
hm1,2,6,0.81,0,
cunningham,7,16,4.5,0,
kershaw,2,4,1.15,0,
arrest,1,0,0.92,0,
maxcy,1,1,0.49,0,
gipson,1,3,0.27,0,
bruisee,1,1,0.18,0,
airplains,1,1,0.74,0,
thirties,1,2,0.31,0,
enrico,1,1,0.95,0,
busters,1,2,0.51,0,
hli,1,4,0.75,0,
newburgh,2,2,1.28,0,
bearcat,3,2,0.27,0,
saufly,2,3,0.36,0,
agreement,1,1,0.79,0,
wilsons,1,2,0.29,0,
francisco,19,22,11.610000000000001,0,
airmen,23,57,15.559999999999997,1,
tracts,1,1,0.55,0,
mormon,1,1,2.2,1,
bergstrom,1,1,0.27,0,
brodus,1,1,0.9,0,
worldwar2records,1,1,0.98,0,
stonewall,3,6,1.57,0,
orsborn,1,2,0.52,0,
night,4,5,2.74,0,
ponton,1,1,0.82,0,
santana,1,2,1.39,0,
temples,2,9,0.74,0,
chardin,1,2,0.55,0,
webb,6,8,4.23,0,
bnty,1,1,1.33,0,
euel,4,7,2.22,0,
countries,43,104,21.9,0,
varrego,1,1,0.91,0,
warbirds,4,19,3.0700000000000003,0,
staudacher,1,3,0.79,0,
morrisdale,1,1,1.21,0,
schlotterer,1,1,0.47,0,
demob,1,1,1.01,0,
submarine,49,173,36.95,0,
vietcong,2,1,1.1,0,
grayhnden,1,0,1.03,0,
catanesi,1,1,0.75,0,
tennyson,1,2,0.7,0,
metacrawler,1,1,0.5,0,
stenner,1,2,0.33,0,
sledge,1,10,0.69,0,
kellett,2,2,1.28,0,
pensinger,1,1,0.74,0,
38460554,1,1,0.16,0,
gm2,2,3,1.77,0,
gm3,2,2,1.3,0,
googlehow,1,1,0.48,0,
sarabia,1,1,0.17,0,
feagin,1,7,0.05,0,
fanelli,1,1,0.37,0,
dishong,1,1,0.5,0,
claiborne,3,4,1.05,0,
richland,3,3,1.7200000000000002,0,
vizzini,1,4,0.41,0,
god,1,1,0.64,0,
goerings,1,2,0.9,0,
rlizabeth,1,2,0.01,0,
purcellville,1,1,0.57,0,
smithsonian,2,2,0.97,0,
churchia,1,1,0.92,0,
glendale,2,3,1.0,0,
messages,1,1,0.23,0,
qwhen,1,1,0.75,0,
saturnino,1,2,0.16,0,
gnt,1,2,0.49,0,
fowlkes,1,1,0.34,0,
gnn,1,2,0.61,0,
atrocities,5,10,2.3,0,
standen,1,3,1.0,0,
weed,1,2,0.47,0,
gassman,1,1,1.08,0,
wedge,2,3,1.8599999999999999,0,
rodeheffer,1,1,0.84,0,
jourdan,1,2,0.31,0,
liberation,5,5,3.86,0,
harring,1,5,0.16,0,
challenge,1,2,0.69,0,
apothecary,1,1,0.47,0,
anbdo,1,1,0.31,0,
down,35,40,18.889999999999993,0,
veritan,1,1,1.16,0,
week,3,3,2.2800000000000002,0,
towanda,1,1,0.59,0,
glossary,2,2,0.77,0,
bbedford,1,1,0.55,0,
fifht,1,1,0.15,0,
160467559,1,1,0.17,0,
doug,3,3,1.67,0,
hullings,3,2,1.15,0,
burrus,1,1,0.73,0,
385th,1,1,0.01,0,
doud,1,1,0.87,0,
simplicissima,1,2,0.69,0,
ooni,1,1,0.75,0,
dorrant,1,1,0.54,0,
holzer,1,3,0.39,0,
reber,1,1,0.55,0,
wickcliff's,1,1,0.46,0,
gps,1,3,0.25,0,
redden,1,1,0.48,0,
reiniger,1,1,0.32,0,
taggart,2,2,1.0699999999999998,0,
strube,1,3,0.95,0,
dyersburg,2,3,1.69,0,
penrose,1,1,0.79,0,
economy,7,11,2.89,0,
eitenmiller,1,1,0.37,0,
incursions,1,1,0.66,0,
wedel,1,1,0.18,0,
knudson,1,3,0.9,0,
